soc_code,occupation_title,aioe_score,aioe_zscore,routine_cognitive,social_interpersonal,physical_manual,creative_adaptive,n_activities,education_level,college_required,annual_median_wage,log_wage,wage_percentile
11-9021,Construction Managers,1.029139,1.0291390077122857,0.22188592951304817,0.2801318267419962,0.162227602905569,0.2163707290825935,41.0,4.454545454545455,0,106980.0,11.58039718008524,91.10044313146234
11-9031,"Education Administrators, Preschool and Child Care Center/Program",0.838007,0.8380070075516858,0.19853307697785372,0.31894894253364664,0.1555935341451257,0.21690521968240403,41.0,3.2830545454545454,0,56270.0,10.937916812427325,46.67651403249631
11-9032,"Education Administrators, Elementary and Secondary School",1.048811,1.048811007728815,0.22245940875865192,0.3018953360501973,0.14037130474157447,0.2235590917911896,41.0,5.961103889611039,0,104070.0,11.552819028631905,89.14327917282127
11-9033,"Education Administrators, Postsecondary",1.461149,1.4611490080752847,0.22616326229629088,0.29400486689772143,0.12204114740800828,0.24260747732468108,41.0,7.002036363636364,1,103960.0,11.551761488755426,88.99556868537665
11-9039,"Education Administrators, All Other",0.3541265,0.3541265071451022,,,,,,,0,89040.0,11.396840985949426,81.38847858197931
11-9041,Engineering Managers,0.8370105,0.8370105075508485,0.22332105909170613,0.2621778011572857,0.17587234788707698,0.2189023321059092,82.0,5.335453136293179,0,167740.0,12.030170440538402,98.92909896602659
11-9051,Food Service Managers,-0.1213112,-0.12131119325438729,0.20045558086560364,0.29271070615034167,0.2043605597136349,0.20240807028961924,41.0,2.120621153024393,0,65310.0,11.086900442896702,62.37075332348597
11-9061,Funeral Directors,0.3719018,0.371901807160038,,,,,,,0,,,
11-9071,Gaming Managers,0.8299207,0.8299207075448912,0.22311431938715381,0.27916912197996463,0.17273129051266942,0.2122127283441367,41.0,2.4088727272727275,0,85580.0,11.357206889970808,79.83751846381094
11-9081,Lodging Managers,0.4021726,0.4021726071854732,0.19865669574851127,0.30819831048331264,0.1767760697964271,0.21728292480265893,41.0,3.828953468289535,0,68130.0,11.129172923767713,65.98966026587888
11-9111,Medical and Health Services Managers,1.260259,1.2602590079064857,0.22636008216817968,0.29395003644556356,0.14538466635743158,0.21761314690875358,41.0,4.818272736364547,0,117960.0,11.678100862929213,92.79911373707533
11-9121,Natural Sciences Managers,1.327906,1.3279060079633265,0.2404298675464558,0.2612925137062734,0.17068555625636797,0.21847557129688033,123.0,5.320362193891311,0,161180.0,11.990277031878502,98.48596750369276
11-9131,Postmasters and Mail Superintendents,0.8233757,0.8233757075393918,0.21538567778468337,0.288377874456184,0.1656653546025827,0.2140045576962917,41.0,2.4739655783760193,0,92730.0,11.437447323794272,82.60709010339734
11-9141,"Property, Real Estate, and Community Association Managers",1.215396,1.215396007868789,0.21229835725913868,0.3019091312712742,0.1587242859257067,0.2147402693503034,41.0,4.163636363636364,0,66700.0,11.107960231903714,64.36484490398819
11-9151,Social and Community Service Managers,1.156153,1.1561530078190099,0.22178506375227686,0.30367941712204005,0.144408014571949,0.22404371584699453,41.0,4.8598768967805865,0,78240.0,11.267536304708699,74.11373707533235
11-9161,Emergency Management Directors,1.030768,1.0307680077136543,0.20802799234171784,0.2912127814088598,0.1805638080147884,0.21291344820756586,41.0,4.603203316032033,0,86130.0,11.36361306178322,80.096011816839
11-9199,"Managers, All Other",0.9646872,0.9646872076581295,0.22827463602244868,0.2797950338705367,0.17123502550457223,0.21694572580551458,246.0,4.4259620352315725,0,136550.0,11.82444612690185,96.19645494830132
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",1.068559,1.0685590077454086,0.21025732986640364,0.30673361427418633,0.1362862010221465,0.2398457814041065,41.0,3.6901818181818182,0,96310.0,11.47532743455491,84.15805022156573
13-1021,"Purchasing Agents and Buyers, Farm Products",0.7687054,0.7687054074934546,0.2220849420849421,0.28594594594594597,0.15405405405405403,0.22463320463320463,41.0,4.24909090909091,0,,,
13-1022,"Wholesale and Retail Buyers, Except Farm Products",0.8188258,0.8188258075355687,0.21978565539983513,0.28532563891178897,0.16150041220115416,0.21541632316570486,41.0,3.138327272727272,0,,,
13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.509181,1.509181008115644,0.2333702473237357,0.29361387966039126,0.13975636766334443,0.221483942414175,41.0,4.4149312341493125,0,,,
13-1031,"Claims Adjusters, Examiners, and Investigators",1.274024,1.2740240079180518,0.24933645589383294,0.29180327868852457,0.1410616705698673,0.21764246682279473,41.0,4.089618052714362,0,76790.0,11.248829702324588,72.19350073855244
13-1032,"Insurance Appraisers, Auto Damage",0.6634955,0.6634955074050515,0.2309894304169113,0.27972695243687606,0.18761009982384025,0.2013358778625954,41.0,2.756727272727273,0,76650.0,11.24700488429996,72.08271787296898
13-1041,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",0.6981205,0.6981205074341453,0.24033581050692823,0.27635834065063286,0.16407170239650481,0.2095924442635941,287.0,4.0941212121212125,0,78420.0,11.269834275846323,74.70457902511079
13-1051,Cost Estimators,1.367669,1.3676690079967375,0.25239742178902685,0.2652884766546141,0.12836032070429176,0.22747995598176385,41.0,4.5040859550408605,0,77070.0,11.25246937877204,72.78434268833087
13-1071,"Employment, Recruitment, and Placement Specialists",1.36005,1.3600500079903357,0.2388002454740718,0.30991101564897205,0.12956428352255292,0.21670757901196683,41.0,4.466909090909091,0,72910.0,11.196981082800477,69.42392909896603
13-1074,Farm Labor Contractors,-0.4354025,-0.43540249351830446,0.20954856097795746,0.28616806237366443,0.22167677351044374,0.2020406198864183,41.0,1.5168210451682103,0,48690.0,10.793228949176747,34.5642540620384
13-1075,Labor Relations Specialists,1.334834,1.3348340079691479,0.23555993755648677,0.3127927039684496,0.13376057842412292,0.22726152329307373,41.0,4.670992206752935,0,93500.0,11.44571671527678,83.01329394387001
13-1081,Logisticians,1.297303,1.2973030079376122,0.2386129520689056,0.2709807133814878,0.1547645642514955,0.22208156477275548,123.0,4.396250428016036,0,80880.0,11.300721853694354,76.95716395864106
13-1111,Management Analysts,1.432417,1.4324170080511425,0.23155505107832008,0.2948354143019296,0.1308881952326901,0.23190976163450622,41.0,4.913482257316641,0,101190.0,11.524755216723806,87.1861152141802
13-1121,Meeting and Convention Planners,0.3740207,0.3740207071618184,0.2030270702760368,0.28317108947859715,0.1876250166688892,0.2191625550073343,41.0,3.6672727272727275,0,59440.0,10.99272267939164,51.698670605612996
13-1131,Fundraisers,1.242567,1.2425670078916198,0.2249481174029054,0.30566261488289354,0.13615475837533353,0.23710346872220575,41.0,4.740218181818181,0,66490.0,11.1048068393965,64.18020679468242
13-1141,"Compensation, Benefits, and Job Analysis Specialists",1.440985,1.4409850080583417,0.25053603826488535,0.28599703117268677,0.14299851558634338,0.21779647039419428,41.0,4.5671203483984755,0,77020.0,11.2518204073689,72.63663220088627
13-1151,Training and Development Specialists,1.198409,1.1984090078545158,0.21924854629491575,0.29946324735351126,0.14589235127478753,0.2298345012673326,41.0,4.256765232567652,0,65850.0,11.095134707171427,63.10930576070901
13-1161,Market Research Analysts and Marketing Specialists,1.426757,1.4267570080463867,0.24576926048991576,0.26246039718723435,0.12325168070473688,0.23622594853566187,82.0,4.573057710750827,0,76950.0,11.250911139267025,72.41506646971935
13-1199,"Business Operations Specialists, All Other",1.047687,1.0476870077278708,0.23511682423555474,0.28158891264586927,0.1415286328859579,0.22442618305468973,123.0,4.344664268766799,0,81270.0,11.305532223747251,77.28951255539144
13-2011,Accountants and Auditors,1.481956,1.481956008092768,0.251275024739286,0.28271294816168074,0.1310801552865951,0.21922813427723226,41.0,,0,81680.0,11.310564452838547,77.65878877400296
13-2021,Appraisers and Assessors of Real Estate,0.8413203,0.8413203075544698,,,,,,,0,,,
13-2031,Budget Analysts,1.502988,1.50298800811044,0.2675292883371219,0.2527539779681763,0.14749082007343942,0.219968525966078,41.0,4.346647153466471,0,87930.0,11.384296322373048,81.05612998522895
13-2041,Credit Analysts,1.345268,1.345268007977915,0.27450980392156865,0.26734712149700063,0.129823618945295,0.22249082281314353,41.0,4.709090909090909,0,80970.0,11.30183399468016,77.06794682422452
13-2051,Financial Analysts,1.380615,1.3806150080076154,,,,,,,0,101350.0,11.526335151880145,87.44460856720828
13-2052,Personal Financial Advisors,1.400749,1.4007490080245333,0.26044264339152123,0.29317331670822944,0.11237531172069826,0.22171134663341646,41.0,4.804290909090909,0,102140.0,11.534099700201635,88.18316100443131
13-2053,Insurance Underwriters,1.326652,1.3266520079622728,0.25990930466913,0.29030903594222374,0.13092038965401412,0.22556264696002687,41.0,4.1999272727272725,0,79880.0,11.288280787529752,76.14475627769572
13-2061,Financial Examiners,1.526064,1.52606400812983,0.26386649467913575,0.2832957110609481,0.12342792647533053,0.2323444050306353,41.0,4.7628964376289655,0,90400.0,11.411999546380267,81.64697193500739
13-2071,Loan Counselors,1.385381,1.3853810080116202,0.2559715398949686,0.3042520752159919,0.13128917499576487,0.22031170591224802,41.0,3.1818181818181817,0,50480.0,10.829332497215095,39.7341211225997
13-2072,Loan Officers,1.385739,1.385739008011921,0.2553567129443865,0.2758205601476607,0.14348768156648745,0.2184415375973036,41.0,4.198254545454544,0,74180.0,11.214249851043581,70.5317577548006
13-2081,"Tax Examiners, Collectors, and Revenue Agents",1.36682,1.3668200079960242,0.24641744548286604,0.28777258566978187,0.1426791277258567,0.21105919003115264,41.0,3.6378453063784524,0,59740.0,10.9977570917701,52.215657311669126
13-2082,Tax Preparers,1.29371,1.293710007934593,0.2631578947368421,0.2655133203378817,0.1505847953216374,0.19996751137102012,41.0,2.983365299833653,0,50560.0,10.83091602882074,39.99261447562777
13-2099,"Financial Specialists, All Other",1.361362,1.361362007991438,0.2517546294460526,0.2701138030849756,0.1361671755422499,0.22439430588048695,82.0,5.1938545454545455,0,80190.0,11.292154097801074,76.44017725258493
15-1111,Computer and Information Research Scientists,1.154269,1.154269007817427,,,,,,,0,,,
15-1121,Computer Systems Analysts,1.19815,1.1981500078542981,,,,,,,0,,,
15-1122,Information Security Analysts,1.250146,1.250146007897988,,,,,,,0,,,
15-1131,Computer Programmers,1.271506,1.271506007915936,,,,,,,0,,,
15-1132,"Software Developers, Applications",1.200923,1.2009230078566282,,,,,,,0,,,
15-1133,"Software Developers, Systems Software",1.283308,1.2833080079258525,,,,,,,0,,,
15-1134,Web Developers,1.089463,1.0894630077629732,,,,,,,0,,,
15-1141,Database Administrators,1.284863,1.2848630079271595,,,,,,,0,,,
15-1142,Network and Computer Systems Administrators,0.7895315,0.789531507510954,,,,,,,0,,,
15-1143,Computer Network Architects,0.5803306,0.5803306073351716,,,,,,,0,,,
15-1151,Computer User Support Specialists,0.299343,0.29934300709907,,,,,,,0,,,
15-1152,Computer Network Support Specialists,0.7860606,0.7860606075080375,,,,,,,0,,,
15-1199,"Computer Occupations, All Other",1.232705,1.2327050078833333,,,,,,,0,,,
15-2011,Actuaries,1.516474,1.516474008121772,0.25851125216387766,0.2639518588739593,0.11886901327178304,0.22908251586843623,41.0,5.025857131167662,0,125770.0,11.742210121041202,94.27621861152143
15-2021,Mathematicians,1.472319,1.4723190080846702,0.24840048417776242,0.2591215632024901,0.1265779007435587,0.23845754798547467,41.0,7.24251516060697,1,121680.0,11.709149926933174,93.46381093057607
15-2031,Operations Research Analysts,1.40002,1.4000200080239207,0.24360678814420894,0.25823101587549857,0.13365136466724015,0.23680300304997262,41.0,5.848654545454546,0,91290.0,11.421796531559126,81.9423929098966
15-2041,Statisticians,1.382724,1.3827240080093877,0.26325328500226547,0.2630885199983523,0.12653952300531365,0.23186555175680684,82.0,6.266226947711022,1,103300.0,11.54539265510773,88.66322008862629
15-2091,Mathematical Technicians,0.7559803,0.7559803074827623,,,,,,,0,,,
17-1011,"Architects, Except Landscape and Naval",1.047142,1.0471420077274127,0.22694234704678565,0.28120810105144306,0.14699033236892242,0.2171335826688307,41.0,5.675345454545455,0,96690.0,11.479265263477593,84.37961595273265
17-1012,Landscape Architects,1.034388,1.0343880077166963,0.2153878672585077,0.26886493341788203,0.1558514760797576,0.21968576058620445,41.0,5.233672727272727,0,79660.0,11.285522856735636,75.99704579025111
17-1021,Cartographers and Photogrammetrists,0.8169979,0.8169979075340328,0.24523719165085392,0.2510056925996205,0.1788235294117647,0.21153700189753322,41.0,3.7917090909090914,0,78380.0,11.269324071753623,74.59379615952733
17-1022,Surveyors,0.1460606,0.1460606069702735,0.24070200319092358,0.24002836376528985,0.2067718489629498,0.19890090409501862,82.0,4.104055860131467,0,72740.0,11.19464671854098,69.20236336779911
17-2011,Aerospace Engineers,1.338738,1.338738007972428,0.24911487758945386,0.23796610169491525,0.17491525423728813,0.22470809792843693,41.0,5.065963636363636,0,134830.0,11.811770004628121,95.90103397341211
17-2021,Agricultural Engineers,0.9409636,0.9409636076381958,0.23964026288481494,0.22960913178830852,0.2015219647180906,0.21438948460740226,41.0,5.109090909090909,0,84630.0,11.346044092664151,79.43131462333825
17-2031,Biomedical Engineers,0.9874239,0.9874239076772343,0.23928649118990647,0.24305706620259587,0.18809368428685375,0.21927343919947792,41.0,6.027418181818182,1,106950.0,11.580116714510552,90.95273264401771
17-2041,Chemical Engineers,1.341336,1.3413360079746113,0.24802539307595772,0.24706577101941388,0.16335720085627814,0.2197534509485495,41.0,5.099127272727273,0,121860.0,11.710628123802485,93.61152141802069
17-2051,Civil Engineers,1.282867,1.282867007925482,0.23208191126279865,0.2646973994135461,0.15245397298466568,0.21528144979089553,123.0,4.8848,0,99590.0,11.508817036925684,85.85672082717873
17-2061,Computer Hardware Engineers,1.141812,1.1418120078069598,0.24141766145176838,0.2388225698821087,0.17327797137984727,0.2244383480388522,41.0,5.3887247638872475,0,155020.0,11.951309419835502,98.19054652880355
17-2071,Electrical Engineers,1.126725,1.1267250077942828,0.24926602219835303,0.2421768707482993,0.17465091299677765,0.2229144289294665,41.0,4.662836363636364,0,111910.0,11.625450255812073,91.94977843426884
17-2072,"Electronics Engineers, Except Computer",0.6654578,0.6654578074067002,0.22857467606274154,0.24619231643555356,0.20319011896643177,0.21622338410244754,82.0,4.551345454545455,0,127590.0,11.756577276915788,94.903988183161
17-2081,Environmental Engineers,1.343561,1.3435610079764806,0.2219430485762144,0.25893355667225015,0.1658291457286432,0.21398659966499162,41.0,5.051968833246961,0,104170.0,11.553779458978495,89.32791728212703
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,0.9948935076835106,0.22973021007357908,0.265666654818185,0.17705186080403798,0.21085557885756942,82.0,4.636363636363637,0,109660.0,11.605139948958039,91.72821270310192
17-2112,Industrial Engineers,1.13787,1.1378700078036474,0.23178881710848742,0.250148511175466,0.18981584614242222,0.2175874359545556,164.0,4.762145454545456,0,101140.0,11.524260974633973,87.07533234859675
17-2121,Marine Engineers and Naval Architects,0.5472173,0.547217307307348,0.22566101176830203,0.24721075959040195,0.19624025676295279,0.21129451322023537,41.0,,0,105670.0,11.568076309435076,89.99261447562778
17-2131,Materials Engineers,1.037278,1.0372780077191244,0.22318739054290718,0.24910683012259197,0.19334500875656743,0.2184938704028021,41.0,6.229322932293229,1,108310.0,11.592752764829783,91.39586410635155
17-2141,Mechanical Engineers,1.004709,1.0047090076917582,0.2327448228312526,0.24500751028046588,0.1983452759104676,0.21843835414050378,123.0,4.785842424242423,0,102320.0,11.535860436252724,88.29394387001477
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1.34695,1.3469500079793284,0.2382846398611513,0.26656060167775525,0.1531674862597628,0.21883135666763087,41.0,4.787127272727272,0,101020.0,11.523073796022043,86.92762186115213
17-2161,Nuclear Engineers,1.303009,1.3030090079424066,0.23751101968851013,0.2568322068762856,0.1716132823978842,0.21334116955627386,41.0,4.913454545454545,0,127520.0,11.756028494024042,94.79320531757755
17-2171,Petroleum Engineers,1.247779,1.2477790078959992,0.24297370806890295,0.266243578120278,0.13924146267754606,0.23375642187972195,41.0,4.8320727272727275,0,141280.0,11.858499015837786,97.4519940915805
17-2199,"Engineers, All Other",0.787566,0.7875660075093024,0.22947165044214907,0.24497473433900574,0.2004254291446831,0.21287248272274653,328.0,5.231261164214517,0,117750.0,11.676319011878665,92.57754800590841
17-3011,Architectural and Civil Drafters,0.9233925,0.9233925076234314,0.24526714345814052,0.2492217080353387,0.14833824148085822,0.21607067732435845,41.0,,0,64280.0,11.071003819851448,61.07828655834564
17-3012,Electrical and Electronics Drafters,0.910166,0.9101660076123178,0.24905628722422618,0.25039845650532677,0.18270279338981632,0.21248217431423538,41.0,3.7656870676568706,0,73720.0,11.208029411783759,69.86706056129985
17-3013,Mechanical Drafters,0.8410071,0.8410071075542066,0.22866344605475042,0.23315535214848715,0.18993135011441648,0.21095008051529793,41.0,3.9585355656141505,0,68510.0,11.134734998996946,66.32200886262925
17-3021,Aerospace Engineering and Operations Technicians,0.3909402,0.39094020717603517,0.2406191015477539,0.23722159305398266,0.22355605889014724,0.20762551906379767,41.0,2.966472727272727,0,79830.0,11.287654652639844,76.07090103397341
17-3022,Civil Engineering Technicians,0.9323219,0.9323219076309345,0.24421757856117404,0.2501196363056309,0.1716382198117722,0.20282341681288882,41.0,3.3473454545454544,0,64200.0,11.069758489678053,60.89364844903989
17-3023,Electrical and Electronic Engineering Technicians,0.3515252,0.3515252071429164,0.22505228562892146,0.2419330743949806,0.23894532417089934,0.20242007768150586,41.0,,0,77180.0,11.25389563509161,72.93205317577548
17-3024,Electro-Mechanical Technicians,-0.3040507,-0.3040506934079353,0.2207133263691986,0.22921951947470523,0.27223548724071034,0.2021340098492762,82.0,3.5468182500034087,0,70760.0,11.16704914827372,67.94682422451994
17-3025,Environmental Engineering Technicians,0.0438054,0.04380540688435295,0.23481848184818482,0.25288778877887785,0.23143564356435645,0.19546204620462046,41.0,4.083909790839098,0,58890.0,10.983426575938616,50.66469719350074
17-3026,Industrial Engineering Technicians,0.6106679,0.6106679073606628,0.2212091027507471,0.2307869128802391,0.2421270400735576,0.21067351160830589,82.0,3.1863999999999995,0,64790.0,11.078906549444003,61.74298375184638
17-3027,Mechanical Engineering Technicians,-0.1192367,-0.11923669325264419,0.22646842878120413,0.2350587371512482,0.25356093979441996,0.19900881057268724,82.0,3.753527272727273,0,68730.0,11.137941064115651,66.39586410635155
17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,0.19412780701066226,0.2245351295188277,0.24022786714915265,0.24108774318369103,0.2005302568879653,82.0,2.86799501867995,0,77390.0,11.256612852264505,73.11669128508123
17-3031,Surveying and Mapping Technicians,0.0852324,0.08523240691916224,0.24806787634408603,0.23849126344086022,0.20950940860215053,0.19900873655913978,41.0,,0,51940.0,10.85784448521674,41.98670605612998
19-1011,Animal Scientists,1.041358,1.0413580077225528,0.2284385569334837,0.2693066516347238,0.16946166854565956,0.22082863585118379,41.0,6.976145454545454,1,79120.0,11.278720966296595,75.7754800590842
19-1012,Food Scientists and Technologists,0.7943575,0.7943575075150091,0.23480052995730902,0.24804946268217282,0.18754600323862802,0.2198586780509348,41.0,5.869381818181818,0,85310.0,11.35404695990274,79.68980797636632
19-1013,Soil and Plant Scientists,0.6320696,0.6320696073786456,0.2331180682296785,0.25003509757124803,0.1903692264495297,0.21163835462585986,41.0,6.090981825455272,1,71410.0,11.176193194543156,68.38995568685377
19-1020,Biologists,0.752081,0.7520810074794859,,,,,,,0,93340.0,11.444004019503806,82.9394387001477
19-1021,Biochemists and Biophysicists,0.9060509,0.9060509076088601,0.2336578581363004,0.23617458109808592,0.20027816411682892,0.22147162063712825,41.0,7.581818181818182,1,103650.0,11.548775117863926,88.84785819793206
19-1022,Microbiologists,0.6955647,0.6955647074319978,0.239403453689168,0.23712002283430855,0.2026544883687741,0.20750677893535038,41.0,5.033269400332693,0,87330.0,11.37744932540778,80.64992614475628
19-1023,Zoologists and Wildlife Biologists,0.3175953,0.31759530711440664,0.21754724789626156,0.26107049248172165,0.19037108566698857,0.2116843702579666,41.0,5.340143105219613,0,72860.0,11.196295070562554,69.35007385524372
19-1029,"Biological Scientists, All Other",1.010193,1.010193007696366,0.23911435119187252,0.2537127596224985,0.16854033960697984,0.22406481765523217,164.0,6.760637802236763,1,93330.0,11.443896878559793,82.86558345642541
19-1031,Conservation Scientists,0.0690313,0.06903130690554916,0.21639601764801,0.2689704557529279,0.19706174493543693,0.20433808412834076,123.0,4.626158596261587,0,67950.0,11.12652741957929,65.80502215657312
19-1032,Foresters,-0.184381,-0.18438099330738209,0.22297710442285482,0.25069637883008355,0.2129220735104287,0.20137237584075005,41.0,4.51499395514994,0,70660.0,11.165634920913137,67.79911373707533
19-1041,Epidemiologists,1.436287,1.4362870080543944,0.2512885635317846,0.27295137073280046,0.11817434824830059,0.22865466497348172,41.0,6.9797090909090915,1,83980.0,11.338333954238184,79.09896602658789
19-1042,"Medical Scientists, Except Epidemiologists",1.279928,1.2799280079230126,0.24596711041503522,0.24346123727486296,0.1845732184808144,0.23132341425215347,41.0,7.527127272727271,1,100590.0,11.518808128128384,86.48449039881831
19-2011,Astronomers,1.373737,1.3737370080018363,0.25090309407884404,0.2513742735982409,0.1652269514685095,0.2260876393906078,41.0,8.272654552726545,1,132170.0,11.791844251751852,95.42097488921713
19-2012,Physicists,1.345736,1.3457360079783083,0.24867358708189158,0.24898116109188767,0.1570165321030373,0.22821991541714723,41.0,8.301306233013062,1,166290.0,12.02148853108196,98.78138847858197
19-2021,Atmospheric and Space Scientists,1.373917,1.3739170080019876,0.24539289988033508,0.25337056242520944,0.15245313123254886,0.22648583964898286,41.0,5.690909090909091,0,97450.0,11.487094704935707,84.97045790251107
19-2031,Chemists,0.5011251,0.5011251072686187,0.2407158836689038,0.24787472035794186,0.21155853840417602,0.2110365398956003,41.0,5.9024,0,84150.0,11.340356199618952,79.2466765140325
19-2032,Materials Scientists,1.032757,1.0327570077153256,0.24008727710480776,0.2421939658415469,0.18260477014521104,0.2160860732826725,41.0,5.502268408659048,0,104160.0,11.553683457442396,89.21713441654357
19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,1.01411300769966,0.24192805313471805,0.2588973778170231,0.15093868775674743,0.21704994817061468,164.0,5.504269211451533,0,80060.0,11.290531632546564,76.29246676514032
19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7143481,0.7143481074477807,0.23408104196816212,0.2536179450072359,0.17670043415340086,0.2181620839363242,41.0,5.909236363636364,0,99240.0,11.505296437805738,85.74593796159527
19-2043,Hydrologists,0.6405071,0.6405071073857352,0.24117172013802216,0.24286028925923203,0.1832464576756479,0.21643051170985977,41.0,5.616654545454546,0,92060.0,11.430195817371233,82.12703101920236
19-2099,"Physical Scientists, All Other",1.140157,1.1401570078055692,0.24679792139354462,0.2354534143306741,0.1662153260630901,0.22227914806411478,41.0,5.014545454545455,0,117960.0,11.678100862929213,92.79911373707533
19-3011,Economists,1.403764,1.4037640080270666,0.2576760473160525,0.25946961609087416,0.11226886450014946,0.23611051799974378,82.0,6.730650168872081,1,115440.0,11.656506193447752,92.3559822747415
19-3022,Survey Researchers,1.42653,1.426530008046196,0.2614805713408078,0.2567193979419444,0.12417447396713256,0.2228536323145446,41.0,5.636627246366273,0,63380.0,11.05690363324491,59.822747415066466
19-3031,"Clinical, Counseling, and School Psychologists",1.456361,1.4563610080712617,,,,,,,0,,,
19-3032,Industrial-Organizational Psychologists,1.402475,1.4024750080259833,0.24282982791587002,0.2966612737167231,0.10964847771731139,0.2392998970436829,41.0,6.510212615102128,1,109840.0,11.606780040441853,91.80206794682422
19-3039,"Psychologists, All Other",1.389854,1.3898540080153785,0.25259859933652784,0.28809436048654624,0.13726502027276077,0.21673424253593807,82.0,8.911527272727273,1,117580.0,11.674874231956245,92.46676514032495
19-3041,Sociologists,1.411125,1.4111250080332518,0.2521483316559573,0.27127041882790126,0.12115816366029265,0.23101339320275607,41.0,7.327272727272727,1,101690.0,11.529684248785182,87.85081240768095
19-3051,Urban and Regional Planners,1.227516,1.227516007878973,0.23433721697076282,0.28753572213673334,0.11284531398842236,0.23316479812412985,41.0,5.567272727272727,0,83720.0,11.335233176559935,78.84047267355983
19-3091,Anthropologists and Archeologists,0.6965665,0.6965665074328395,0.24179829890643983,0.26997266099635475,0.14952916160388818,0.22630619684082623,41.0,6.418181818181818,1,64910.0,11.080756974027514,61.89069423929099
19-3092,Geographers,1.436298,1.4362980080544037,0.25121683152771235,0.25482807348092323,0.1560684565865913,0.22303344324069713,41.0,6.0181818181818185,1,97200.0,11.48452599044853,84.63810930576071
19-3093,Historians,1.098921,1.0989210077709204,0.24041101262844145,0.2514707035845949,0.15993411247941017,0.2299003843438701,41.0,3.865677068656771,0,74050.0,11.212495819695945,70.08862629246676
19-3094,Political Scientists,1.418863,1.4188630080397535,0.25284090909090906,0.26728219696969696,0.11797664141414141,0.23547979797979798,41.0,8.132945454545457,1,139380.0,11.84495929499251,96.67651403249631
19-3099,"Social Scientists and Related Workers, All Other",1.328048,1.3280480079634456,0.23363258156338954,0.28165827311875047,0.12312969856214874,0.22560397051310124,41.0,5.290909090909091,0,100340.0,11.516319698038243,86.33677991137371
19-4011,Agricultural and Food Science Technicians,0.095719,0.09571900692797367,,,,,,,0,,,
19-4021,Biological Technicians,0.3012355,0.3012355071006602,0.2721466489714665,0.21698739216987392,0.218978102189781,0.2042136695421367,41.0,5.227345454545453,0,52000.0,10.858998997563564,42.35598227474151
19-4031,Chemical Technicians,0.0628057,0.06280570690031807,0.2470811220621683,0.2287338893100834,0.2360879454131918,0.2031084154662623,41.0,3.336727272727273,0,57790.0,10.964571029311823,48.26440177252585
19-4041,Geological and Petroleum Technicians,0.0832659,0.08326590691750989,,,,,,,0,,,
19-4051,Nuclear Technicians,0.1696743,0.16967430699011507,0.23873701893708002,0.2435858277336591,0.23285736102626756,0.20113011606597433,82.0,3.110407141104072,0,104240.0,11.554451211798726,89.47562776957164
19-4061,Social Science Research Assistants,1.204652,1.2046520078597616,0.27311324841868123,0.2604626982063946,0.1292782254570661,0.21471276319209776,41.0,5.0696433279691595,0,58040.0,10.968887706998125,48.92909896602659
19-4091,"Environmental Science and Protection Technicians, Including Health",0.0169452,0.016945206861783496,,,,,,,0,,,
19-4092,Forensic Science Technicians,0.2400518,0.2400518070492502,0.2286195543985912,0.25602940050532114,0.20450195237730648,0.19998468723681187,41.0,3.1459672214596726,0,67440.0,11.118993592675738,65.58345642540621
19-4093,Forest and Conservation Technicians,-0.6672396,-0.667239593713107,,,,,,,0,,,
19-4099,"Life, Physical, and Social Science Technicians, All Other",0.4501044,0.45010440722574824,0.24885241905999922,0.23508144777998943,0.21570459438599343,0.20461469716049885,82.0,3.5463272727272726,0,60130.0,11.004264164033614,52.88035450516987
21-1011,Substance Abuse and Behavioral Disorder Counselors,1.030841,1.0308410077137156,0.23591646056608961,0.29582302830447926,0.16755976916735366,0.22643583402033526,41.0,4.557236363636363,0,,,
21-1012,"Educational, Vocational, and School Counselors",0.9739287,0.9739287076658948,0.239495484737667,0.30390327636390774,0.1316516157922233,0.22427046794536903,41.0,5.220814282208144,0,65140.0,11.084294078830224,62.186115214180205
21-1013,Marriage and Family Therapists,1.367434,1.3674340079965401,0.24148304740222784,0.33840149605659003,0.12659565818359217,0.24375965525652493,41.0,6.364336293643363,1,63780.0,11.063194940564049,60.3397341211226
21-1014,Mental Health Counselors,1.34239,1.3423900079754967,0.2369545931123478,0.3286555367368336,0.1405758528913622,0.2328413581740463,41.0,5.502036363636363,0,,,
21-1015,Rehabilitation Counselors,0.5025014,0.5025014072697751,0.2275862068965517,0.30674981658107114,0.15011005135730007,0.2198092443140132,41.0,4.748363636363637,0,46110.0,10.738785125200751,26.514032496307237
21-1021,"Child, Family, and School Social Workers",0.7761707,0.7761707074997274,0.21795332136445245,0.33041292639138237,0.14111310592459603,0.2333931777378815,41.0,4.9719999999999995,0,58570.0,10.977977899083829,50.29542097488922
