soc_code,occupation_title,aioe_score,aioe_zscore,routine_cognitive,social_interpersonal,physical_manual,creative_adaptive,n_activities,education_level,college_required,annual_median_wage,log_wage,wage_percentile
21-1022,Medical and Public Health Social Workers,0.9339648,0.9339648076323149,0.21675857843137256,0.3368566176470588,0.14292279411764705,0.22089460784313725,41.0,6.0101010101010095,1,68090.0,11.128585638477013,65.87887740029542
21-1023,Mental Health and Substance Abuse Social Workers,1.119216,1.1192160077879734,0.238974358974359,0.3198534798534799,0.13824175824175824,0.23216117216117216,41.0,5.847127272727273,0,60060.0,11.003099341537322,52.806499261447556
21-1091,Health Educators,0.691658,0.6916580074287151,0.22094276094276097,0.29555555555555557,0.16525252525252523,0.22114478114478117,41.0,4.18989090909091,0,63000.0,11.05089000537367,59.342688330871496
21-1092,Probation Officers and Correctional Treatment Specialists,0.5272448,0.5272448072905659,0.23122472559214327,0.29022241478913924,0.17179376083188908,0.21793760831889084,41.0,4.547563636363637,0,64520.0,11.074730532239146,61.29985228951256
21-1093,Social and Human Service Assistants,0.4652255,0.46522550723845385,0.2179457632326957,0.3120534685411385,0.15410616885611128,0.22147960359529847,41.0,4.301527272727273,0,45120.0,10.71708088617194,23.485967503692763
21-1094,Community Health Workers,0.0371229,0.037122906878737934,0.2168421052631579,0.2942105263157895,0.18598684210526314,0.20894736842105263,41.0,4.437619874376199,0,51030.0,10.840168974058017,40.76809453471196
21-2011,Clergy,1.282559,1.2825590079252234,0.18606530876172,0.33292919495635304,0.15801810539928873,0.23569350145489815,41.0,4.9828710143741635,0,60820.0,11.015673961231355,54.468242245199406
21-2021,"Directors, Religious Activities and Education",1.210922,1.21092200786503,0.1970859985785359,0.31307746979388773,0.16027007818052597,0.23098791755508175,41.0,4.178227631782278,0,54840.0,10.91217513367625,45.014771048744464
23-1011,Lawyers,1.328783,1.3287830079640635,0.23255123255123253,0.30769230769230765,0.13246213246213245,0.22312147312147312,41.0,8.106836363636361,1,151160.0,11.926094157463424,97.93205317577548
23-1012,Judicial Law Clerks,1.462973,1.4629730080768175,0.28349393845197385,0.2583152004973578,0.14537353642109624,0.22536524712465028,41.0,7.659284110229203,1,60400.0,11.008744383922906,53.76661742983752
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",1.374714,1.3747140080026572,0.26508844953173777,0.28000346860908776,0.140738813735692,0.21860908775580995,41.0,6.392145454545456,1,115230.0,11.65468541000806,92.24519940915805
23-1022,"Arbitrators, Mediators, and Conciliators",1.431593,1.43159300805045,0.2637515183064376,0.2757244490716641,0.14714558389727575,0.23026201631094917,41.0,6.12930909090909,1,67710.0,11.12298915847969,65.73116691285081
23-1023,"Judges, Magistrate Judges, and Magistrates",1.496494,1.4964940081049836,0.2612895236522744,0.2628580863535045,0.1318418228349707,0.22768925947329316,41.0,8.149975911499759,1,156210.0,11.958956534825054,98.30132939438701
23-2011,Paralegals and Legal Assistants,1.292055,1.2920550079332023,0.2707338638373121,0.28001768346595934,0.14880636604774536,0.20433244916003537,41.0,4.295854545454546,0,61010.0,11.018793064145898,54.985228951255536
23-2091,Court Reporters,0.835246,0.8352460075493658,,,,,,,0,,,
23-2093,"Title Examiners, Abstractors, and Searchers",1.279954,1.2799540079230345,0.2800374404356705,0.24948944860449287,0.15852620830496936,0.21060245064669844,41.0,2.4912,0,54980.0,10.914724761719237,45.347119645494836
25-1011,"Business Teachers, Postsecondary",1.349314,1.3493140079813146,0.22336571710851313,0.28560843075909764,0.1412810801910094,0.23118722213074266,41.0,7.6057394260573945,1,97270.0,11.485245895863486,84.74889217134417
25-1021,"Computer Science Teachers, Postsecondary",1.277778,1.2777780079212062,0.23103083434099156,0.2762998790810158,0.14646311970979445,0.23012394195888755,41.0,6.839636363636364,1,96690.0,11.479265263477593,84.37961595273265
25-1022,"Mathematical Science Teachers, Postsecondary",1.338676,1.338676007972376,0.2208123988759261,0.2932811036362088,0.1450225666354424,0.22753981095120498,41.0,7.054763636363637,1,79350.0,11.281623725954555,75.8493353028065
25-1031,"Architecture Teachers, Postsecondary",1.222022,1.2220220078743567,0.21231304347826085,0.2784695652173913,0.15387826086956521,0.2321391304347826,41.0,6.938848430297575,1,101480.0,11.527617013713218,87.66617429837518
25-1032,"Engineering Teachers, Postsecondary",1.351133,1.351133007982843,0.22806373448858214,0.26852191790880386,0.16366840443498054,0.22813716131874587,41.0,7.9819490647325075,1,106120.0,11.572325808251676,90.47267355982275
25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7546685,0.75466850748166,0.21330908601064189,0.28180777261399614,0.17249275948002962,0.22031386812150602,41.0,8.038181818181819,1,86350.0,11.366164083574825,80.28064992614475
25-1042,"Biological Science Teachers, Postsecondary",1.227677,1.2276770078791084,0.23936093996274538,0.2580598939676171,0.14586616993838658,0.23685341739504226,41.0,8.233167592331675,1,83460.0,11.332122754145544,78.58197932053176
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1.260278,1.2602780079065017,0.2228463104683002,0.25795127431018744,0.1617636733834164,0.2302183528750965,41.0,8.103709090909089,1,100830.0,11.521191209387261,86.70605612998523
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.306156,1.306156007945051,0.22906309751434034,0.27479923518164434,0.16673040152963672,0.2210325047801147,41.0,7.181309090909091,1,101390.0,11.526729745946625,87.59231905465288
25-1052,"Chemistry Teachers, Postsecondary",1.333947,1.3339470079684024,0.22747287309325365,0.27983959742097814,0.16818682182733133,0.22873093253656235,41.0,7.471854545454545,1,86220.0,11.364657448301125,80.20679468242245
25-1053,"Environmental Science Teachers, Postsecondary",1.347519,1.3475190079798063,0.22058823529411767,0.26980490688737807,0.1738841265149276,0.22613065326633167,41.0,8.101745454545455,1,87710.0,11.381791196945427,80.72378138847857
25-1054,"Physics Teachers, Postsecondary",1.044191,1.0441910077249332,0.23163965542414952,0.2705504453204848,0.17250693531902467,0.22550737333917362,41.0,7.871490909090909,1,97360.0,11.486170727661408,84.85967503692761
25-1061,"Anthropology and Archeology Teachers, Postsecondary",1.321694,1.3216940079581068,0.24017403915881075,0.2892675852066715,0.1346627991298042,0.23364757070340825,41.0,8.18,1,95770.0,11.469704762515665,83.97341211225996
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.308699,1.3086990079471876,0.23289914983230636,0.2997426097808283,0.12783714218859682,0.241556820840808,41.0,7.559272727272727,1,84290.0,11.342018512991528,79.3205317577548
25-1063,"Economics Teachers, Postsecondary",1.319012,1.3190120079558534,0.23430822090002515,0.2594485879493841,0.14782535825023047,0.23414061845302944,41.0,7.892945454545455,1,119980.0,11.695080341207085,93.0576070901034
25-1064,"Geography Teachers, Postsecondary",1.318899,1.3188990079557583,0.23716023716023715,0.27773927773927776,0.14245014245014245,0.22507122507122507,41.0,7.926690909090908,1,86730.0,11.370555123678502,80.42836041358936
25-1065,"Political Science Teachers, Postsecondary",1.368397,1.3683970079973493,0.24619119370500583,0.2836932864557174,0.11744516993135776,0.24351247279424074,41.0,8.197236363636364,1,94680.0,11.45825806362792,83.60413589364845
25-1066,"Psychology Teachers, Postsecondary",1.33366,1.3336600079681613,0.230169815481879,0.30824082922884655,0.12872160552819228,0.22972873630816731,41.0,8.173755351737555,1,80330.0,11.293898429167859,76.58788774002954
25-1067,"Sociology Teachers, Postsecondary",1.349229,1.3492290079812432,0.2663193879212111,0.27502848770958815,0.12339247924466873,0.2414129903955722,41.0,7.767418181818181,1,82540.0,11.321038303306572,78.13884785819793
25-1071,"Health Specialties Teachers, Postsecondary",0.924754,0.9247540076245755,0.22128709279547265,0.2738881230501342,0.19342668504679678,0.22571283465138212,41.0,6.802983338029833,1,105620.0,11.567603026260924,89.88183161004432
25-1072,"Nursing Instructors and Teachers, Postsecondary",0.5170682,0.517068207282015,0.2248666666666667,0.3028666666666667,0.16373333333333334,0.2236,41.0,7.015854545454545,1,79940.0,11.289031632265315,76.21861152141803
25-1081,"Education Teachers, Postsecondary",1.192988,1.1929880078499606,0.2309835177590343,0.2912636384740386,0.12481621914416158,0.24955505687533858,41.0,8.043781818181818,1,72090.0,11.185670617398625,68.83308714918759
25-1082,"Library Science Teachers, Postsecondary",1.386292,1.3862920080123857,0.2356925418569254,0.2672754946727549,0.13356164383561644,0.24429223744292236,41.0,7.722708634499815,1,78630.0,11.272508584985562,74.88921713441654
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.389999,1.3899990080155005,0.24372496116425477,0.2779004169732647,0.1413621126645409,0.24061810154525384,41.0,6.021956741128658,1,71470.0,11.177033060214024,68.46381093057607
25-1112,"Law Teachers, Postsecondary",1.35645,1.3564500079873107,0.24825321996801078,0.28773465779947804,0.124757976260628,0.2441282936274097,41.0,7.523420385234203,1,126650.0,11.749182655429822,94.38700147710487
25-1113,"Social Work Teachers, Postsecondary",1.347327,1.347327007979645,0.242618073633321,0.30219412420974345,0.12792859799181852,0.2350316102640387,41.0,7.634918037258271,1,76210.0,11.241247966660163,71.71344165435745
25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.7582769,0.7582769074846921,0.19503520876306993,0.30258197595846076,0.17831993740664343,0.23088413116153353,41.0,6.555100964641918,1,80190.0,11.292154097801074,76.44017725258493
25-1122,"Communications Teachers, Postsecondary",1.347435,1.3474350079797357,0.23170263420628212,0.292834651716458,0.14430535289148297,0.24091851624299207,41.0,6.791124567002156,1,77800.0,11.261896710166482,73.48596750369276
25-1123,"English Language and Literature Teachers, Postsecondary",1.417833,1.4178330080388881,0.23433053910636006,0.30854418211182033,0.1394293624548181,0.24855802507113742,41.0,6.893971215303349,1,78270.0,11.267919666798884,74.2245199409158
25-1124,"Foreign Language and Literature Teachers, Postsecondary",1.33412,1.3341200079685478,0.22877658607525908,0.2794037447736775,0.1377931285220869,0.2502272314124705,41.0,7.565672727272727,1,77010.0,11.251690562533296,72.52584933530281
25-1125,"History Teachers, Postsecondary",1.43749,1.437490008055405,0.2606439056037629,0.2775930581461357,0.12764577082150677,0.23874787121887922,41.0,7.610327272727273,1,81500.0,11.308358299228955,77.47415066469719
25-1126,"Philosophy and Religion Teachers, Postsecondary",1.363522,1.3635220079932528,0.22436416653167018,0.30811598898428644,0.12651871051352667,0.24137372428316867,41.0,8.069652419787435,1,78050.0,11.265104925943579,73.63367799113738
25-1191,Graduate Teaching Assistants,1.111356,1.111356007781369,,,,,,,0,,,
25-1192,"Home Economics Teachers, Postsecondary",1.211652,1.2116520078656432,0.21804033666825473,0.29474352866444337,0.15340638399237733,0.2301889788788312,41.0,6.958909090909091,1,77280.0,11.255190468886399,73.04283604135894
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",1.16489,1.1648900078263513,0.22068506325368056,0.29629355626248427,0.15691351631279132,0.228379078197825,41.0,7.635636363636364,1,75890.0,11.237040202397958,71.56573116691285
25-1194,"Vocational Education Teachers, Postsecondary",0.1622185,0.16221850698385026,0.20255026974006868,0.27632593007776923,0.2252504729208996,0.20535276395992436,41.0,4.091981710919816,0,61490.0,11.026629838947516,55.686853766617425
25-2011,"Preschool Teachers, Except Special Education",0.0306372,0.030637206873288282,0.19660086748694344,0.32743206160927685,0.18022483845268655,0.2330707267416128,41.0,3.5459273200047274,0,37120.0,10.521911186900137,9.231905465288035
25-2012,"Kindergarten Teachers, Except Special Education",0.3644047,0.3644047071537385,0.22693505871075964,0.3094496365524403,0.15696141864366162,0.23739915328700378,41.0,4.913745454545454,0,61430.0,11.025653594157973,55.42836041358936
25-2021,"Elementary School Teachers, Except Special Education",0.8869491,0.8869491075928098,0.2099575762426959,0.3289041863443528,0.1490434643400304,0.23669254782678298,41.0,4.953890909090909,0,62340.0,11.040358553321328,57.60709010339734
25-2022,"Middle School Teachers, Except Special and Vocational Education",1.286445,1.2864450079284886,0.2278462654097172,0.32073966642494556,0.1472806381435823,0.24307469180565625,41.0,4.474618181818181,0,62970.0,11.050413701482789,59.19497784342689
25-2023,"Vocational Education Teachers, Middle School",0.5199191,0.5199191072844104,0.2163107645215363,0.2876612491800889,0.17586181765177464,0.22804460316303474,41.0,5.012072727272727,0,63620.0,11.060683165303136,60.118168389955684
25-2031,"Secondary School Teachers, Except Special and Vocational Education",1.191325,1.1913250078485633,0.23297735363175034,0.3034158903279558,0.15602514580019694,0.23623418919942435,41.0,5.341888734327979,0,64580.0,11.075660044312267,61.44756277695716
25-2032,"Vocational Education Teachers, Secondary School",0.3734505,0.3734505071613393,0.20706966508493227,0.29213946771198684,0.19895467987071042,0.21896705866171515,41.0,4.460927910972915,0,63910.0,11.065231122644327,60.4135893648449
25-2051,"Special Education Teachers, Preschool",0.3750564,0.3750564071626887,0.2279808730525991,0.30726515502082374,0.1704457812741015,0.22250501311121396,41.0,5.405454545454545,0,62190.0,11.037949494097935,57.38552437223042
25-2052,"Special Education Teachers, Kindergarten and Elementary School",0.7357486,0.7357486074657625,,,,,,,0,63000.0,11.05089000537367,59.342688330871496
25-2053,"Special Education Teachers, Middle School",1.296072,1.2960720079365777,,,,,,,0,,,
25-2054,"Special Education Teachers, Secondary School",0.9587653,0.9587653076531537,,,,,,,0,,,
25-2059,"Special Education Teachers, All Other",-0.6632917,-0.6632916937097898,0.21479363116401298,0.2985005410418921,0.18449528520636885,0.2347348894728706,41.0,5.294327272727273,0,67430.0,11.118845301728628,65.50960118168389
25-3011,"Adult Literacy, Remedial Education, and GED Teachers and Instructors",1.348951,1.3489510079810096,0.21680076131153214,0.29120166104334283,0.1635954667358768,0.24413876632926723,41.0,4.588441155884411,0,59950.0,11.00126616045566,52.54800590841949
25-3021,Self-Enrichment Education Teachers,0.526352,0.5263520072898158,0.20239355206382806,0.3144183017178214,0.17471301799234715,0.2347960595945616,41.0,4.280837174626553,0,45590.0,10.727443673207487,24.372230428360414
25-3099,"Teachers and Instructors, All Other",1.32533,1.3253300079611618,,,,,,,0,64690.0,11.07736190903803,61.55834564254062
25-4011,Archivists,0.6765602,0.6765602074160291,0.2330730099591603,0.25184495235365767,0.17217167012968404,0.218313391129899,41.0,6.020509090909091,1,61570.0,11.027930017905256,55.9453471196455
25-4012,Curators,0.7366658,0.7366658074665332,0.22941176470588237,0.25570079883805374,0.17835875090777054,0.223602033405955,41.0,6.6324905217794505,1,61770.0,11.031173088689945,56.57311669128509
25-4013,Museum Technicians and Conservators,-0.0912107,-0.09121069322909517,0.20622222222222222,0.23854545454545453,0.2345858585858586,0.22092929292929292,41.0,4.830346671030739,0,47460.0,10.767642529989754,30.612998522895126
25-4021,Librarians,1.037039,1.0370390077189238,,,,,,,0,,,
25-4031,Library Technicians,0.037965,0.03796500687944551,0.21861414248957503,0.2728240617513974,0.19847395971963447,0.2030875698695768,41.0,3.5239657852396578,0,39970.0,10.59588445170537,15.620384047267354
25-9011,Audio-Visual Collections Specialists,0.4508702,0.4508702072263917,,,,,,,0,,,
25-9021,Farm and Home Management Advisors,0.8604031,0.8604031075705042,0.21202781162640671,0.27732779012257186,0.1776933553150312,0.2130313239194323,41.0,5.606303078797577,0,58120.0,10.97026511768422,49.224519940915805
25-9031,Instructional Coordinators,1.301855,1.3018550079414368,0.23119918699186995,0.28876306620209063,0.14322009291521487,0.23453832752613243,41.0,5.8719491687194925,0,74720.0,11.221503072902724,70.86410635155096
25-9041,Teacher Assistants,0.4516636,0.45166360722705834,,,,,,,0,,,
27-1011,Art Directors,1.02251,1.0225100077067155,0.20314017481385563,0.2943509226286824,0.14786338620912917,0.23786014891550664,41.0,4.369936993699369,0,111040.0,11.617645775740632,91.87592319054653
27-1012,Craft Artists,-0.9295284,-0.9295283939334968,0.18702428416092787,0.24030445813700615,0.25253715114171804,0.21457049655672344,41.0,2.949090909090909,0,38480.0,10.557893904779643,12.998522895125554
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",-0.5690498,-0.5690497936306025,0.1924327519952705,0.22898807764311754,0.22800275889250174,0.22534239826583902,41.0,3.3045818181818176,0,60560.0,11.01138988811133,54.02511078286558
27-1014,Multi-Media Artists and Animators,0.7058651,0.7058651074406528,0.21764227642276424,0.2577235772357723,0.1705691056910569,0.23203252032520325,41.0,3.8899636363636363,0,99800.0,11.510923462299555,86.11521418020679
27-1021,Commercial and Industrial Designers,0.867039,0.8670390075760801,0.2297417631344613,0.25977495345260265,0.18359912571844897,0.20853234032218892,41.0,4.1942545454545455,0,79450.0,11.282883171964862,75.9231905465288
27-1022,Fashion Designers,0.5801539,0.5801539073350231,0.20412013281014185,0.28048596438273465,0.17506791427709023,0.2346815575007546,41.0,4.172482751724829,0,80690.0,11.298369930842552,76.88330871491877
27-1023,Floral Designers,-0.2718452,-0.27184519338087443,0.2094977341389728,0.25736404833836857,0.18948262839879154,0.22120468277945618,41.0,2.192727272727273,0,36120.0,10.494602007530922,7.385524372230429
27-1024,Graphic Designers,0.7156958,0.715695807448913,0.19825163908835464,0.28145488604433344,0.16344052450827348,0.2311114580081174,41.0,4.236363636363636,0,61300.0,11.023535121924303,55.169867060561295
27-1025,Interior Designers,1.12168,1.1216800077900437,0.21021084549749666,0.2826316902898244,0.14977787180029617,0.22325646992454692,41.0,4.723636363636364,0,63490.0,11.058637692164496,59.97045790251108
27-1026,Merchandise Displayers and Window Trimmers,-1.001413,-1.0014129939938985,0.18414673561732384,0.28312863606981253,0.19570135746606332,0.23278926955397541,41.0,2.9079272727272727,0,37350.0,10.528088190560963,9.82274741506647
27-1027,Set and Exhibit Designers,-0.0519323,-0.051932293196091245,0.1925719895287958,0.26627945026178007,0.17048429319371727,0.23306609947643978,41.0,5.4675116841550135,0,66280.0,11.101643471540498,63.73707533234859
27-2011,Actors,0.1590935,0.1590935069812245,0.17503085150143974,0.30954339777869194,0.21935417523652817,0.2249074454956808,41.0,2.8325440183254402,0,,,
27-2012,Producers and Directors,0.9388108,0.9388108076363867,0.2111000421472087,0.27479980075864974,0.17606038545538144,0.22952986704471434,164.0,4.128527272727273,0,83480.0,11.332362361191137,78.65583456425405
27-2021,Athletes and Sports Competitors,-1.814336,-1.8143359946769617,0.21344812230963334,0.26317351937063976,0.22361585275345106,0.21723318984711293,41.0,2.462545454545454,0,62360.0,11.040679323171712,57.90251107828656
27-2022,Coaches and Scouts,0.1168668,0.11686680694574325,0.21000790854842188,0.28866201739880654,0.17262204328132863,0.23768782802501978,41.0,4.466819409213649,0,45920.0,10.734656030993449,25.516986706056127
27-2023,"Umpires, Referees, and Other Sports Officials",-0.0325617,-0.03256169317981498,0.21009637448370813,0.30133088572739786,0.17457549334557135,0.2181734740706746,41.0,2.4544727272727274,0,38820.0,10.566690856723001,13.626292466765141
27-2031,Dancers,-2.669758,-2.6697579953957353,0.1724764756201882,0.2931993156544055,0.21845594525235246,0.23021813515825493,41.0,1.6825499268254993,0,,,
27-2032,Choreographers,-1.575769,-1.5757689944765045,0.1746787244169443,0.33071553228621287,0.16254164683484057,0.24908773599873074,41.0,2.8355290074461994,0,55600.0,10.925938480238674,45.79025110782865
27-2041,Music Directors and Composers,0.8829641,0.8829641075894613,0.20246204349610178,0.29495281083299135,0.1667624128026262,0.2344686089454247,41.0,5.410841084108411,0,63670.0,11.061468773011072,60.19202363367799
27-2042,Musicians and Singers,-0.0040058,-0.004005793155820713,0.21479034773832462,0.2700247729149463,0.19414625194972016,0.236168455821635,41.0,4.192246497377011,0,,,
27-3011,Radio and Television Announcers,0.8493547,0.8493547075612208,0.22803922952092007,0.2587313906724053,0.19988710929231637,0.21675015875255768,41.0,3.9737454545454542,0,45680.0,10.729415844329893,24.70457902511078
27-3012,Public Address System and Other Announcers,0.6650665,0.6650665074063714,,,,,,,0,,,
27-3021,Broadcast News Analysts,1.163517,1.1635170078251975,,,,,,,0,,,
27-3022,Reporters and Correspondents,1.186679,1.1866790078446596,,,,,,,0,,,
27-3031,Public Relations Specialists,1.284927,1.284927007927213,0.20295368091295593,0.3095397926456329,0.12210039531587978,0.23696576415305437,41.0,4.7685818181818185,0,69780.0,11.153102714740765,67.09748892171345
27-3041,Editors,1.128221,1.12822100779554,0.22996946942817065,0.27494017658222625,0.14935225678686362,0.2270814423632313,41.0,4.921018181818182,0,75260.0,11.228704064147427,71.27031019202363
27-3042,Technical Writers,1.184001,1.1840010078424095,0.2551193095278389,0.2578270434929768,0.16593332205110847,0.21577255034692844,41.0,4.131977711319777,0,91670.0,11.42595045095582,82.05317577548006
27-3043,Writers and Authors,0.9879274,0.9879274076776573,0.21996872482585414,0.28834762829929395,0.14405534758091265,0.24532057053499504,82.0,3.9346181818181822,0,72270.0,11.188164384277027,69.05465288035451
27-3091,Interpreters and Translators,1.111319,1.1113190077813377,0.2204794798862251,0.2888256806176351,0.16164160910199107,0.21755383990247867,41.0,4.829236363636364,0,59440.0,10.99272267939164,51.698670605612996
27-4011,Audio and Video Equipment Technicians,-0.0117747,-0.01177469316234858,0.22275449101796407,0.22934131736526947,0.24026946107784433,0.20845808383233536,41.0,3.374710198292556,0,54830.0,10.911992768398093,44.903988183161005
27-4012,Broadcast Technicians,0.1222249,0.12222490695024542,0.20852735739231665,0.24781722933643774,0.24730791618160652,0.20066938300349246,41.0,3.204436363636364,0,53920.0,10.895256745586188,43.870014771048744
27-4013,Radio Operators,0.926126,0.9261260076257283,,,,,,,0,,,
27-4014,Sound Engineering Technicians,0.4715462,0.47154620724376484,0.20402038109862497,0.26635024778390454,0.23738396035457524,0.21525790465554545,41.0,2.9123636363636365,0,66430.0,11.103904040659287,64.03249630723782
27-4021,Photographers,-0.1680973,-0.16809729329369963,0.18949640287769784,0.2741726618705036,0.20705035971223024,0.21402877697841727,41.0,3.016743780167438,0,42520.0,10.657729832455884,19.682422451994093
27-4031,"Camera Operators, Television, Video, and Motion Picture",-0.4470009,-0.44700089352805006,0.18680180513427538,0.2795738699415551,0.25560405415402826,0.226159650810091,41.0,3.4644363636363638,0,68810.0,11.139104362196525,66.61742983751846
27-4032,Film and Video Editors,0.985707,0.9857070076757917,0.22620296807075402,0.26120521660920404,0.1839304452106131,0.22387947833907962,41.0,4.0316363636363635,0,70980.0,11.170153426200487,68.02067946824224
29-1011,Chiropractors,-0.1911757,-0.1911756933130914,0.21915779078789588,0.2891302814417719,0.1802214855046907,0.2068138534245609,41.0,7.590909090909091,1,79000.0,11.27720313144916,75.59084194977844
29-1021,"Dentists, General",-0.1813301,-0.18133009330481856,0.21655925292647638,0.273839273970801,0.19768512429304222,0.20708930685255822,41.0,7.536581818181818,1,172790.0,12.059832263307168,99.18759231905466
29-1022,Oral and Maxillofacial Surgeons,-0.2389668,-0.23896679335324816,0.21559358146347962,0.28037818762900324,0.1941540715094214,0.20460749717025103,41.0,8.739927272727275,1,,,
29-1023,Orthodontists,0.1616631,0.1616631069833836,0.206479796141245,0.2858390971969421,0.1752457226064798,0.22016745540589736,41.0,8.077328630773287,1,,,
29-1024,Prosthodontists,-0.1561403,-0.1561402932836527,0.20937712624481972,0.2745716583163234,0.20863487350776277,0.2079544751654605,41.0,8.547272727272727,1,,,
29-1031,Dietitians and Nutritionists,1.342809,1.3428090079758488,0.2398055207026349,0.3088927227101631,0.13574341279799249,0.21416248431618573,41.0,5.484884852121576,0,73850.0,11.209791287959526,69.97784342688331
29-1041,Optometrists,0.5040194,0.5040194072710507,0.2287546766435061,0.2785275253874933,0.17149919828968466,0.20296632816675572,41.0,8.238109090909088,1,134830.0,11.811770004628121,95.90103397341211
29-1051,Pharmacists,0.6058705,0.6058705073566316,0.23220287198289033,0.2778796211426826,0.17957531316834707,0.19966391689581425,41.0,7.753454545454546,1,137480.0,11.83123373096377,96.34416543574595
29-1061,Anesthesiologists,0.2349698,0.23496980704498002,,,,,,,0,,,
29-1062,Family and General Practitioners,1.031925,1.0319250077146265,,,,,,,0,,,
29-1063,"Internists, General",1.046167,1.0461670077265937,,,,,,,0,,,
29-1064,Obstetricians and Gynecologists,0.2803215,0.28032150708308706,,,,,,,0,,,
29-1065,"Pediatricians, General",1.126144,1.1261440077937948,,,,,,,0,,,
29-1066,Psychiatrists,1.280753,1.280753007923706,,,,,,,0,,,
29-1067,Surgeons,-0.0504534,-0.050453393194848595,,,,,,,0,,,
29-1069,"Physicians and Surgeons, All Other",0.7086123,0.7086123074429611,,,,,,,0,,,
29-1071,Physician Assistants,0.1059147,0.10591470693654068,0.23088230021869288,0.2843724231886136,0.18782490230523788,0.21105653748252248,82.0,5.433567132902099,0,133260.0,11.800057386116528,95.6794682422452
29-1081,Podiatrists,0.6279185,0.6279185073751576,0.22163472130425205,0.2763457442902255,0.17647058823529413,0.20863626349416173,41.0,8.3624,1,152800.0,11.936885155714558,98.04283604135894
29-1122,Occupational Therapists,0.1151615,0.11516150694431035,0.22498163115356357,0.29390154298310067,0.17531227038941954,0.22612049963262307,82.0,5.8020000000000005,0,98340.0,11.49618614096593,85.30280649926145
29-1123,Physical Therapists,-0.3581922,-0.358192193453428,0.22428581555256258,0.2917700432409442,0.18310058836038845,0.210959098319983,41.0,6.8617454545454555,1,101020.0,11.523073796022043,86.92762186115213
29-1124,Radiation Therapists,-0.2189393,-0.21893929333641993,0.20987654320987656,0.26737788513150834,0.24490069779924853,0.1911567364465915,41.0,4.0280000000000005,0,101990.0,11.532630048244563,87.96159527326441
29-1125,Recreational Therapists,0.2190109,0.21901090703157045,0.21052251732101618,0.3119948036951501,0.18526270207852194,0.22214203233256352,41.0,4.714981818181819,0,60280.0,11.006755652740432,53.32348596750369
29-1126,Respiratory Therapists,-0.1880507,-0.1880506933104656,0.22974710672953277,0.26418059722817544,0.2301043006143735,0.2006715245035005,41.0,3.9251636363636364,0,80450.0,11.29539115242053,76.73559822747416
29-1127,Speech-Language Pathologists,1.146267,1.1462670078107031,0.2648146750207594,0.29085830754133013,0.1487129161319544,0.24058277345814147,41.0,6.1744,1,95410.0,11.465938673745892,83.82570162481537
29-1128,Exercise Physiologists,-0.0331901,-0.033190093180343,0.21846764122529935,0.2980239476970543,0.19246308675530743,0.20803643575993536,41.0,5.429745454545455,0,58160.0,10.9709531122074,49.40915805022156
29-1131,Veterinarians,-0.0749958,-0.0749957932154705,0.22026534254015054,0.28310962836527276,0.1835673830398014,0.20839475521762746,41.0,8.291927272727273,1,125510.0,11.740140715654492,94.1285081240768
29-1141,Registered Nurses,0.2294097,0.22940970704030808,0.22698025599691374,0.30091348737238044,0.17219856983424958,0.2170875873186459,205.0,5.074458181818182,0,93600.0,11.446785662465684,83.27178729689808
29-1151,Nurse Anesthetists,0.2413191,0.24131910705031506,0.2216508099768578,0.2759706865518128,0.2153509899717151,0.20120853689894574,41.0,7.356945454545456,1,223210.0,12.315868311353057,99.66765140324964
29-1161,Nurse Midwives,0.1966265,0.19662650701276183,0.22878405134157168,0.30251928722605315,0.16795248173687446,0.2156072915955486,41.0,6.181827273636455,1,128790.0,11.765938449886717,95.01477104874446
29-1171,Nurse Practitioners,0.1900572,0.19005720700724194,0.23643054277828884,0.2969358148750973,0.1596489986554384,0.21845587714952938,41.0,6.723354937233551,1,129210.0,11.769194266716266,95.16248153618906
29-1181,Audiologists,0.6329063,0.6329063073793487,0.2124601677830526,0.2955713077973597,0.20290043571567926,0.19418612213045455,41.0,8.305818181818182,1,92120.0,11.430847353934622,82.23781388478582
29-1199,"Health Diagnosing and Treating Practitioners, All Other",0.7109566,0.7109566074449309,,,,,,,0,,,
29-2011,Medical and Clinical Laboratory Technologists,0.2818067,0.28180670708433503,0.24015298664370532,0.25168705821101744,0.22615591021045675,0.20300766935661507,164.0,4.63921811045633,0,,,
29-2012,Medical and Clinical Laboratory Technicians,-0.1273315,-0.1273314932594459,0.23420892802915277,0.24635590646826605,0.23003340419070756,0.20429699362283632,41.0,4.449527272727273,0,,,
29-2021,Dental Hygienists,-0.416508,-0.41650799350242823,,,,,,,0,,,
