soc_code,occupation_title,aioe_score,aioe_Conservative,aioe_Moderate,aioe_Aggressive,aioe_change_Conservative,aioe_change_Moderate,aioe_change_Aggressive,routine_cognitive,physical_manual,education_level,annual_median_wage,tot_emp,baseline_high,newly_exposed_Conservative,newly_exposed_Moderate,newly_exposed_Aggressive
17-3027,Mechanical Engineering Technicians,-0.1192367,-0.0008638303627339639,0.3310263624419645,0.8501427879192045,0.11837286963726604,0.45026306244196446,0.9693794879192045,0.2264684287812041,0.2535609397944199,3.753527272727273,68730.0,37450.0,False,False,False,False
17-3029,"Engineering Technicians, Except Drafters, All Other",0.1941278,0.10618301114323536,0.4288276616394553,0.9297052150771687,-0.08794478885676463,0.2346998616394553,0.7355774150771688,0.2245351295188277,0.241087743183691,2.86799501867995,77390.0,64410.0,False,False,False,False
19-1011,Animal Scientists,1.041358,1.1971440317903432,1.4781474602007156,1.8852680021962058,0.15578603179034323,0.43678946020071563,0.8439100021962058,0.2284385569334837,0.1694616685456595,6.976145454545454,79120.0,2470.0,True,False,False,False
19-1012,Food Scientists and Technologists,0.7943575,1.016232148941265,1.311129205175624,1.7429974024375114,0.22187464894126485,0.516771705175624,0.9486399024375114,0.234800529957309,0.187546003238628,5.869381818181818,85310.0,14370.0,False,False,True,True
19-1013,Soil and Plant Scientists,0.6320696,0.9945167311294507,1.298150973092107,1.7472603482851448,0.3624471311294507,0.666081373092107,1.1151907482851446,0.2331180682296785,0.1903692264495297,6.090981825455272,71410.0,16600.0,False,False,True,True
19-1021,Biochemists and Biophysicists,0.9060509,0.9924777417309869,1.285894630134193,1.7188477323263907,0.08642684173098691,0.3798437301341929,0.8127968323263907,0.2336578581363004,0.2002781641168289,7.581818181818182,103650.0,34520.0,False,False,True,True
19-1022,Microbiologists,0.6955647,0.9166068216872845,1.2375274544830608,1.7161341098277163,0.22104212168728443,0.5419627544830607,1.0205694098277163,0.239403453689168,0.2026544883687741,5.033269400332693,87330.0,19760.0,False,False,True,True
19-1023,Zoologists and Wildlife Biologists,0.3175953,0.7821699718537889,1.062782684848684,1.4811256262888826,0.46457467185378887,0.7451873848486841,1.1635303262888825,0.2175472478962615,0.1903710856669885,5.340143105219613,72860.0,16920.0,False,False,True,True
19-1029,"Biological Scientists, All Other",1.010193,1.3526828284368737,1.6428366714633822,2.0588869833712797,0.3424898284368738,0.6326436714633823,1.0486939833712798,0.2391143511918725,0.1685403396069798,6.760637802236763,93330.0,59710.0,False,True,True,True
19-1031,Conservation Scientists,0.0690313,0.6396271823616599,0.932351572927828,1.3747330864063807,0.5705958823616599,0.863320272927828,1.3057017864063807,0.21639601764801,0.1970617449354369,4.626158596261587,67950.0,25590.0,False,False,False,True
19-1032,Foresters,-0.184381,0.5509333692282485,0.8601307565507561,1.33117869078542,0.7353143692282486,1.044511756550756,1.5155596907854199,0.2229771044228548,0.2129220735104287,4.51499395514994,70660.0,9650.0,False,False,False,True
19-1041,Epidemiologists,1.436287,2.087749796733611,2.3755573575015205,2.7673900598246703,0.6514627967336111,0.9392703575015204,1.3311030598246703,0.2512885635317846,0.1181743482483005,6.979709090909092,83980.0,11460.0,True,False,False,False
19-1042,"Medical Scientists, Except Epidemiologists",1.279928,1.2152953890601021,1.5127618974391157,1.9414094742597894,-0.0646326109398978,0.23283389743911576,0.6614814742597894,0.2459671104150352,0.1845732184808144,7.527127272727271,100590.0,156300.0,True,False,False,False
19-2011,Astronomers,1.373737,1.64875294977564,1.954160883496387,2.388965621206455,0.2750159497756399,0.5804238834963871,1.015228621206455,0.250903094078844,0.1652269514685095,8.272654552726545,132170.0,1560.0,True,False,False,False
19-2012,Physicists,1.345736,1.7916512892546876,2.0863259094776785,2.501353595752188,0.4459152892546876,0.7405899094776784,1.155617595752188,0.2486735870818915,0.1570165321030373,8.301306233013062,166290.0,21340.0,True,False,False,False
19-2021,Atmospheric and Space Scientists,1.373917,1.5701572608178798,1.8605524204509067,2.268972261854976,0.1962402608178797,0.4866354204509067,0.8950552618549761,0.245392899880335,0.1524531312325488,5.690909090909091,97450.0,8780.0,True,False,False,False
19-2031,Chemists,0.5011251,0.7707819219637728,1.0969918790107527,1.586739504364966,0.26965682196377283,0.5958667790107527,1.085614404364966,0.2407158836689038,0.211558538404176,5.9024,84150.0,83250.0,False,False,True,True
19-2032,Materials Scientists,1.032757,1.1992023461046835,1.5034613791345532,1.94715819472405,0.16644534610468353,0.4707043791345533,0.91440119472405,0.2400872771048077,0.182604770145211,5.502268408659048,104160.0,8330.0,True,False,False,False
19-2041,"Environmental Scientists and Specialists, Including Health",1.014113,1.5655404722519588,1.8621583866758842,2.2834422393268614,0.5514274722519588,0.8480453866758841,1.2693292393268614,0.241928053134718,0.1509386877567474,5.504269211451533,80060.0,84930.0,False,True,True,True
